rk,TEAM,CONF,RECORD,KADJ EM,adjo,adjo.rank,adjd,adjd.rank,adjt,adjt.rank,luck,luck.rank,sos-adjem,sos-adjem.rank,sos-oppo,sos-oppo.rank,sos-oppd,sos-oppd.rank,ncsos-adjem,ncsos-adjem.rank,seed,conference,KADJ T,adjtempo.rank,KADJ O,adjoe.rank,off-efg%,off-efg%.rank,off-to%,off-to%.rank,off-or%,off-or%.rank,off-ftrate,off-ftrate.rank,KADJ D,adjde.rank,def-efg%,def-efg%.rank,def-to%,def-to%.rank,def-or%,def-or%.rank,def-ftrate,def-ftrate.rank,tempo-adj,tempo-adj.rank,tempo-raw,tempo-raw.rank,off. efficiency-adj,off. efficiency-adj.rank,off. efficiency-raw,off. efficiency-raw.rank,def. efficiency-adj,def. efficiency-adj.rank,def. efficiency-raw,def. efficiency-raw.rank,YEAR,BARTHAG,W,L,WIN%,GAMES
171,Delaware,CAA,15-14,-0.43,99.5,212,99.9,125,69.0,79,+.007,144,-0.98,171,100.5,220,101.5,118,+0.47,143,,CAA,69.0,79,99.5,212,46.7,262,19.1,40,27.6,290,31.6,279,99.9,125,47.7,90,21.1,187,30.6,92,36.8,162,69.0,79,69.8,119,99.5,212,97.6,237,99.9,125,97.1,69,2003,0.48846742648298985,15,14,0.5172413793103449,29
264,Delaware St.,MEAC,15-12,-10.69,98.1,242,108.7,282,59.2,322,+.068,33,-11.54,314,96.5,307,108.1,323,+8.90,21,,MEAC,59.2,322,98.1,242,50.7,113,22.4,215,35.9,61,34.5,210,108.7,282,49.2,157,22.6,98,39.8,324,37.9,192,59.2,322,60.5,322,98.1,242,101.6,154,108.7,282,102.5,204,2003,0.2350610216244032,15,12,0.5555555555555556,27
136,Denver,SB,17-15,+2.53,102.4,162,99.8,121,67.3,153,-.027,232,-0.56,161,102.8,150,103.4,201,-3.69,244,,SB,67.3,153,102.4,162,47.5,245,19.1,41,32.5,147,33.4,236,99.8,121,50.3,202,20.8,204,27.6,20,35.0,125,67.3,153,68.6,163,102.4,162,102.3,135,99.8,121,99.1,121,2003,0.5734064429324105,17,15,0.53125,32
63,Detroit,Horz,18-12,+10.60,109.6,48,99.0,105,64.4,272,-.089,309,+1.19,134,103.8,121,102.6,162,+0.83,134,,Horz,64.4,272,109.6,48,52.2,51,19.0,39,33.5,113,34.1,218,99.0,105,48.9,143,21.5,163,29.6,57,39.0,212,64.4,272,65.4,280,109.6,48,108.6,30,99.0,105,99.6,133,2003,0.763100100735379,18,12,0.6,30
225,Drake,MVC,8-20,-6.22,101.7,172,107.9,269,62.3,302,-.024,227,+1.66,126,103.1,142,101.5,117,+2.37,101,,MVC,62.3,302,101.7,172,50.6,120,22.3,213,24.8,315,41.7,62,107.9,269,52.9,290,17.6,319,27.5,18,32.8,83,62.3,302,63.5,307,101.7,172,99.2,204,107.9,269,107.9,297,2003,0.336140334304032,8,20,0.2857142857142857,28
111,Drexel,CAA,18-12,+5.02,101.7,173,96.7,65,67.6,138,+.013,129,+0.21,150,101.2,192,101.0,106,+4.16,61,,CAA,67.6,138,101.7,173,48.5,202,19.8,74,29.2,257,33.6,228,96.7,65,46.7,48,21.9,134,30.1,73,31.5,62,67.6,138,68.1,184,101.7,173,99.6,199,96.7,65,94.9,33,2003,0.6410121475264299,18,12,0.6,30
6,Duke,ACC,26-7,+23.75,115.0,13,91.3,15,70.7,40,-.030,246,+8.85,28,107.1,17,98.3,43,+0.64,138,3,ACC,70.7,40,115.0,13,51.4,86,19.0,37,35.7,64,45.3,27,91.3,15,47.5,82,24.4,29,33.1,203,37.6,184,70.7,40,73.1,29,115.0,13,110.5,20,91.3,15,94.9,32,2003,0.9342562051666338,26,7,0.7878787878787878,33
206,Duquesne,A10,9-21,-4.17,99.4,215,103.5,190,68.0,119,-.015,203,+2.98,110,103.5,126,100.5,96,-3.32,233,,A10,68.0,119,99.4,215,49.8,148,26.9,322,31.6,183,38.5,110,103.5,190,51.0,226,21.9,136,34.5,261,40.7,242,68.0,119,69.8,117,99.4,215,94.7,273,103.5,190,103.8,234,2003,0.38584200611320835,9,21,0.3,30
164,East Carolina,CUSA,10-15,+0.22,99.3,216,99.1,107,65.2,249,-.018,210,+5.61,71,105.2,70,99.6,76,-5.49,286,,CUSA,65.2,249,99.3,216,44.3,314,19.5,56,33.5,114,34.4,213,99.1,107,47.1,62,17.7,317,28.3,31,29.0,25,65.2,249,65.7,273,99.3,216,95.4,266,99.1,107,100.6,156,2003,0.5057961132835335,10,15,0.4,25
147,East Tennessee St.,SC,17-11,+1.75,101.3,186,99.6,116,75.2,3,+.036,76,-1.80,188,102.1,169,103.9,219,+4.80,57,15,SC,75.2,3,101.3,186,49.8,151,23.8,269,36.2,54,40.6,80,99.6,116,49.7,178,24.2,36,35.1,277,33.4,92,75.2,3,77.7,2,101.3,186,101.8,147,99.6,116,99.2,123,2003,0.548504192618169,17,11,0.6071428571428571,28
180,Eastern Illinois,OVC,13-15,-1.29,106.8,89,108.1,273,69.8,62,-.008,187,-0.82,166,103.2,139,104.0,226,+6.02,38,,OVC,69.8,62,106.8,89,49.9,147,17.8,13,31.8,174,32.5,262,108.1,273,53.5,296,20.1,240,34.1,244,36.0,140,69.8,62,72.4,42,106.8,89,106.5,56,108.1,273,107.8,294,2003,0.4652719619886149,13,15,0.4642857142857143,28
269,Eastern Kentucky,OVC,7-17,-10.97,99.5,213,110.4,297,71.3,26,-.033,259,-3.62,228,102.0,178,105.6,285,-4.86,269,,OVC,71.3,26,99.5,213,49.3,164,20.1,91,28.6,267,37.8,126,110.4,297,54.3,314,21.5,170,33.0,200,52.6,326,71.3,26,73.8,22,99.5,213,101.4,163,110.4,297,109.6,313,2003,0.23228497738903567,7,17,0.2916666666666667,24
203,Eastern Michigan,MAC,12-14,-3.86,104.0,132,107.8,267,72.8,8,+.057,47,-1.01,173,102.1,172,103.1,189,-7.61,302,,MAC,72.8,8,104.0,132,50.2,133,20.4,116,32.4,152,49.7,4,107.8,267,52.5,279,19.3,280,33.8,231,36.4,152,72.8,8,73.8,23,104.0,132,103.2,114,107.8,267,107.4,284,2003,0.39826543229446054,12,14,0.46153846153846156,26
109,Eastern Washington,BSky,17-13,+5.29,102.9,155,97.6,81,67.9,123,-.031,250,+0.29,147,101.4,187,101.1,108,+3.79,64,,BSky,67.9,123,102.9,155,51.5,83,24.1,278,30.0,234,45.7,23,97.6,81,48.2,110,24.0,43,29.7,62,44.0,292,67.9,123,69.6,129,102.9,155,99.9,191,97.6,81,95.3,39,2003,0.6475122216760316,17,13,0.5666666666666667,30
292,Elon,BSth,10-15,-14.35,93.0,291,107.3,259,63.2,294,+.061,41,-8.04,290,98.9,260,106.9,307,+7.16,30,,BSth,63.2,294,93.0,291,46.5,269,24.8,293,36.3,48,33.7,224,107.3,259,51.7,260,21.5,168,31.7,140,41.5,260,63.2,294,64.5,295,93.0,291,95.4,265,107.3,259,105.1,256,2003,0.16180819590735754,10,15,0.4,25
182,Evansville,MVC,12-16,-1.55,105.9,101,107.5,263,67.5,141,+.048,63,+3.33,101,104.5,94,101.2,109,+6.65,34,,MVC,67.5,141,105.9,101,54.3,13,23.6,263,29.5,248,45.1,29,107.5,263,52.3,273,18.3,301,29.5,54,39.9,231,67.5,141,67.1,235,105.9,101,103.5,103,107.5,263,109.5,312,2003,0.4569941900454018,12,16,0.42857142857142855,28
227,FIU,SB,7-21,-6.29,95.0,272,101.3,148,61.6,313,-.101,315,+0.88,141,103.1,144,102.2,149,-2.98,225,,SB,61.6,313,95.0,272,44.3,312,24.5,286,38.2,22,42.7,46,101.3,148,52.1,269,24.5,25,31.2,112,41.3,254,61.6,313,63.6,306,95.0,272,92.9,293,101.3,148,100.7,161,2003,0.3233520454299413,7,21,0.25,28
154,Fairfield,MAAC,19-12,+0.94,99.2,220,98.2,89,69.2,77,+.082,17,-1.34,179,102.1,171,103.5,205,+1.75,115,,MAAC,69.2,77,99.2,220,48.3,215,23.5,260,32.9,138,46.2,20,98.2,89,45.8,26,20.9,203,30.5,82,36.5,156,69.2,77,71.4,60,99.2,220,98.6,218,98.2,89,97.4,75,2003,0.5290960123110794,19,12,0.6129032258064516,31
279,Fairleigh Dickinson,NEC,15-14,-11.82,97.2,254,109.0,286,68.0,120,+.065,36,-11.18,312,96.7,304,107.9,320,-12.15,322,,NEC,68.0,120,97.2,254,51.0,97,20.5,125,26.4,302,32.5,263,109.0,286,51.7,257,23.3,74,37.4,312,35.8,136,68.0,120,70.0,111,97.2,254,101.6,153,109.0,286,104.0,238,2003,0.21121162648294792,15,14,0.5172413793103449,29
11,Florida,SEC,25-8,+22.14,116.5,6,94.4,36,65.0,256,+.008,140,+8.30,36,105.9,56,97.6,24,-0.90,174,2,SEC,65.0,256,116.5,6,55.3,8,19.6,67,31.2,198,33.0,247,94.4,36,47.4,80,22.1,131,31.6,134,28.3,16,65.0,256,67.0,236,116.5,6,110.9,14,94.4,36,95.7,43,2003,0.9182667701433702,25,8,0.7575757575757576,33
270,Florida A&M,MEAC,17-12,-10.99,98.1,240,109.1,288,67.5,145,+.081,19,-13.96,324,94.4,323,108.3,324,-0.96,177,,MEAC,67.5,145,98.1,240,50.7,117,24.8,297,35.6,68,44.0,37,109.1,288,48.3,116,21.7,149,33.2,207,35.5,132,67.5,145,68.7,158,98.1,240,101.9,143,109.1,288,101.6,186,2003,0.22755100808634748,17,12,0.5862068965517241,29
288,Florida Atlantic,ASun,6-21,-13.37,92.1,297,105.4,228,72.1,15,-.032,252,-2.67,212,101.3,188,104.0,224,+1.76,114,,ASun,72.1,15,92.1,297,44.3,313,22.0,199,33.3,120,28.7,310,105.4,228,51.0,225,25.0,12,35.0,273,52.0,325,72.1,15,74.6,13,92.1,297,91.6,305,105.4,228,102.5,206,2003,0.1749117964078449,6,21,0.2222222222222222,27
77,Florida St.,ACC,14-15,+8.84,100.9,194,92.0,18,67.5,144,-.052,283,+7.40,48,106.7,28,99.3,69,-5.79,288,,ACC,67.5,144,100.9,194,48.8,185,21.2,155,29.1,259,31.3,283,92.0,18,45.4,16,23.2,76,33.3,211,34.4,113,67.5,144,70.2,104,100.9,194,96.9,246,92.0,18,95.1,35,2003,0.7430583443253829,14,15,0.4827586206896552,29
258,Fordham,A10,2-26,-10.22,97.2,253,107.4,262,69.7,64,-.101,316,+4.69,87,104.3,105,99.6,78,+1.80,113,,A10,69.7,64,97.2,253,47.3,248,24.6,289,30.1,232,33.1,239,107.4,262,50.5,215,19.9,252,38.6,320,42.3,272,69.7,64,71.1,75,97.2,253,92.1,302,107.4,262,109.0,307,2003,0.2409315824681462,2,26,0.07142857142857142,28
98,Fresno St.,WAC,20-8,+6.26,105.2,112,98.9,104,65.7,221,+.061,43,-0.82,165,101.3,189,102.1,145,-1.87,202,,WAC,65.7,221,105.2,112,50.5,122,22.9,240,39.3,8,32.7,259,98.9,104,47.2,73,21.6,156,29.1,47,38.4,205,65.7,221,67.7,209,105.2,112,103.9,92,98.9,104,96.9,64,2003,0.6704391001686513,20,8,0.7142857142857143,28
233,Furman,SC,11-17,-7.37,97.9,244,105.2,227,62.9,296,+.010,138,-3.17,221,101.3,191,104.5,249,-0.24,159,,SC,62.9,296,97.9,244,46.7,260,22.1,202,34.3,95,31.6,281,105.2,227,51.2,240,20.0,248,29.7,63,30.2,42,62.9,296,66.5,251,97.9,244,97.1,242,105.2,227,103.1,223,2003,0.3042707525768987,11,17,0.39285714285714285,28
277,Gardner Webb,ASun,4-24,-11.64,90.7,305,102.3,169,70.8,36,-.065,295,-2.04,197,102.4,166,104.4,242,+4.37,59,,ASun,70.8,36,90.7,305,45.8,287,22.3,211,29.7,240,20.0,327,102.3,169,48.5,125,19.6,266,32.7,185,34.2,107,70.8,36,73.5,25,90.7,305,91.1,310,102.3,169,101.2,174,2003,0.20035907808398237,4,24,0.14285714285714285,28
117,George Mason,CAA,16-12,+4.26,98.1,241,93.8,27,64.9,262,-.022,222,-1.21,178,100.9,204,102.1,142,+3.68,67,,CAA,64.9,262,98.1,241,46.4,271,23.8,264,36.0,60,38.4,114,93.8,27,48.9,139,23.2,80,26.8,10,28.3,17,64.9,262,66.0,264,98.1,241,96.9,245,93.8,27,91.6,10,2003,0.6260852869293966,16,12,0.5714285714285714,28
110,George Washington,A10,12-17,+5.18,107.2,83,102.1,163,68.6,96,-.078,302,+5.12,79,104.0,113,98.9,62,+2.41,97,,A10,68.6,96,107.2,83,49.3,167,23.5,259,38.4,18,48.5,7,102.1,163,50.6,218,21.4,175,33.2,206,40.7,243,68.6,96,69.3,141,107.2,83,102.8,125,102.1,163,103.1,222,2003,0.6365799103832258,12,17,0.41379310344827586,29
35,Georgetown,BE,19-15,+14.91,107.1,86,92.2,19,70.7,38,-.101,317,+7.95,41,105.5,64,97.6,21,-10.72,317,,BE,70.7,38,107.1,86,46.9,256,21.1,152,34.9,80,42.3,51,92.2,19,45.7,23,23.8,52,31.0,103,43.0,285,70.7,38,73.4,27,107.1,86,101.6,160,92.2,19,93.2,18,2003,0.8484804956428599,19,15,0.5588235294117647,34
16,Georgia,SEC,19-8,+20.93,120.9,1,99.9,124,67.1,159,+.012,136,+12.71,1,108.7,1,96.0,2,+10.85,15,,SEC,67.1,159,120.9,1,51.9,67,16.5,5,34.1,98,35.2,197,99.9,124,49.0,147,19.1,287,33.7,224,31.3,59,67.1,159,69.2,143,120.9,1,113.0,3,99.9,124,104.8,251,2003,0.89972130797707,19,8,0.7037037037037037,27
231,Georgia Southern,SC,13-13,-6.97,102.2,164,109.2,291,71.6,22,+.081,21,-4.66,243,99.7,235,104.3,240,-4.78,268,,SC,71.6,22,102.2,164,51.0,99,21.5,175,34.9,79,36.3,167,109.2,291,53.3,295,22.2,119,33.1,204,34.3,111,71.6,22,73.6,24,102.2,164,102.5,133,109.2,291,106.3,275,2003,0.3182408550360929,13,13,0.5,26
224,Georgia St.,ASun,13-15,-6.14,101.5,178,107.6,265,66.7,180,-.033,258,-6.32,270,98.7,266,105.1,277,-3.35,234,,ASun,66.7,180,101.5,178,50.5,121,20.5,124,31.7,179,33.1,241,107.6,265,51.0,228,21.3,177,35.2,278,32.6,79,66.7,180,68.6,165,101.5,178,103.6,98,107.6,265,103.8,233,2003,0.33823686262655683,13,15,0.4642857142857143,28
43,Georgia Tech,ACC,16-15,+14.23,109.1,57,94.8,39,69.0,80,-.092,310,+9.23,20,106.7,27,97.5,19,-1.56,191,,ACC,69.0,80,109.1,57,49.8,150,21.3,160,36.7,41,35.3,190,94.8,39,48.1,104,21.0,196,31.4,125,32.3,71,69.0,80,71.0,79,109.1,57,104.3,85,94.8,39,98.4,102,2003,0.834200985055922,16,15,0.5161290322580645,31
33,Gonzaga,WCC,24-9,+15.58,113.2,21,97.7,82,66.9,170,-.021,220,+3.92,93,104.0,115,100.1,87,+5.83,42,9,WCC,66.9,170,113.2,21,53.3,24,20.2,99,34.8,82,44.6,33,97.7,82,48.3,113,20.5,216,28.0,27,32.3,72,66.9,170,69.4,139,113.2,21,109.5,24,97.7,82,97.7,78,2003,0.8446744404669233,24,9,0.7272727272727273,33
298,Grambling St.,SWAC,10-18,-16.05,95.7,265,111.8,308,71.9,17,+.040,73,-7.57,284,97.0,298,104.6,255,+10.37,18,,SWAC,71.9,17,95.7,265,47.3,251,21.3,165,26.1,309,27.7,316,111.8,308,51.2,237,18.1,308,34.7,267,36.8,161,71.9,17,75.6,7,95.7,265,94.3,276,111.8,308,106.2,272,2003,0.14329692453090395,10,18,0.35714285714285715,28
201,Green Bay,Horz,9-19,-3.76,103.3,145,107.1,255,64.9,259,-.062,292,+1.65,127,104.2,107,102.5,158,+0.95,131,,Horz,64.9,259,103.3,145,47.9,228,21.8,187,35.4,71,41.1,72,107.1,255,50.5,214,17.1,321,29.2,48,38.3,196,64.9,259,66.3,257,103.3,145,101.6,155,107.1,255,107.7,288,2003,0.3976073738116288,9,19,0.32142857142857145,28
241,Hampton,MEAC,19-11,-8.14,94.8,275,102.9,177,69.9,58,+.037,74,-13.89,323,94.8,320,108.7,326,-1.80,198,,MEAC,69.9,58,94.8,275,50.7,114,24.8,294,36.1,59,40.3,89,102.9,177,47.2,66,23.9,46,31.1,109,46.5,308,69.9,58,71.2,67,94.8,275,100.0,190,102.9,177,95.8,44,2003,0.2803220526887704,19,11,0.6333333333333333,30
199,Hartford,AE,15-13,-3.68,98.2,239,101.9,160,64.1,280,+.024,108,-6.37,271,98.2,273,104.6,257,-4.04,255,,AE,64.1,280,98.2,239,46.2,283,21.4,169,37.2,28,36.2,168,101.9,160,48.5,124,21.8,138,33.0,201,37.3,176,64.1,280,64.9,289,98.2,239,98.7,216,101.9,160,98.1,93,2003,0.3952406391062017,15,13,0.5357142857142857,28
218,Harvard,Ivy,12-15,-5.69,98.3,236,104.0,194,71.9,19,-.006,179,-3.06,219,100.3,226,103.3,199,-1.06,180,,Ivy,71.9,19,98.3,236,49.3,168,23.4,257,34.3,96,29.8,298,104.0,194,50.3,207,22.6,101,31.2,111,40.8,244,71.9,19,71.3,66,98.3,236,98.0,227,104.0,194,100.7,159,2003,0.3433909874788324,12,15,0.4444444444444444,27
115,Hawaii,WAC,19-12,+4.33,102.9,156,98.5,95,65.8,213,+.057,45,+1.30,132,103.4,135,102.1,138,-1.42,187,,WAC,65.8,213,102.9,156,50.9,106,21.4,170,33.2,127,38.6,109,98.5,95,48.4,123,21.7,147,32.7,186,32.5,77,65.8,213,67.7,208,102.9,156,101.7,152,98.5,95,99.2,124,2003,0.623061359784868,19,12,0.6129032258064516,31
307,High Point,BSth,7-20,-17.75,95.6,268,113.4,318,68.2,111,-.030,245,-9.47,305,96.9,300,106.4,296,-4.59,265,,BSth,68.2,111,95.6,268,49.2,172,23.2,251,33.3,120,36.1,169,113.4,318,54.7,321,20.8,208,31.7,141,37.1,170,68.2,111,69.4,134,95.6,268,98.4,219,113.4,318,107.6,287,2003,0.12307704794405738,7,20,0.25925925925925924,27
255,Hofstra,CAA,8-21,-9.69,95.0,273,104.7,211,68.3,107,-.031,249,-1.97,191,100.1,228,102.1,144,-3.23,229,,CAA,68.3,107,95.0,273,46.6,265,26.5,319,38.5,15,30.9,288,104.7,211,47.3,77,17.7,316,30.5,88,39.1,216,68.3,107,69.6,125,95.0,273,92.4,298,104.7,211,101.4,184,2003,0.24637212747356985,8,21,0.27586206896551724,29
66,Holy Cross,Pat,25-5,+10.40,105.5,107,95.1,45,65.1,250,+.065,37,-5.57,260,99.0,258,104.5,252,-0.64,170,14,Pat,65.1,250,105.5,107,50.9,105,21.0,141,37.0,36,42.1,56,95.1,45,46.0,39,23.3,73,23.7,1,35.3,129,65.1,250,65.3,282,105.5,107,106.2,59,95.1,45,89.6,3,2003,0.7673651681887755,25,5,0.8333333333333334,30
212,Houston,CUSA,8-20,-4.84,93.2,289,98.0,87,63.2,292,+.021,115,+5.03,81,104.7,84,99.6,81,+2.44,95,,CUSA,63.2,292,93.2,289,45.6,291,26.4,318,32.4,153,29.0,308,98.0,87,45.9,33,16.6,325,32.9,198,29.8,34,63.2,292,65.8,271,93.2,289,88.7,316,98.0,87,100.0,143,2003,0.35950178196300453,8,20,0.2857142857142857,28
276,Howard,MEAC,13-17,-11.57,97.6,249,109.2,289,69.8,61,-.080,305,-12.25,317,95.4,315,107.6,317,+2.38,100,,MEAC,69.8,61,97.6,249,48.4,206,21.2,154,36.1,56,36.9,149,109.2,289,53.8,303,26.2,3,34.9,272,39.2,218,69.8,61,71.2,71,97.6,249,102.3,136,109.2,289,101.6,187,2003,0.21560054143285012,13,17,0.43333333333333335,30
272,IPFW,ind,9-20,-11.14,95.8,264,106.9,252,68.6,94,+.057,46,-1.19,177,102.9,149,104.1,231,+0.83,133,,ind,68.6,94,95.8,264,48.8,180,22.0,200,24.5,316,37.8,123,106.9,252,52.4,275,20.3,232,32.7,188,38.3,199,68.6,94,71.1,78,95.8,264,94.8,271,106.9,252,106.1,268,2003,0.22084342915634242,9,20,0.3103448275862069,29
161,IUPUI,MCon,19-14,+0.46,102.9,153,102.5,171,67.0,164,+.071,27,-2.19,201,102.6,157,104.8,265,+2.79,90,16,MCon,67.0,164,102.9,153,51.0,101,23.1,246,33.1,130,42.3,52,102.5,171,54.4,315,24.1,40,32.4,166,33.9,100,67.0,164,68.6,166,102.9,153,103.0,120,102.5,171,102.7,212,2003,0.5111958055553181,19,14,0.5757575757575758,33
210,Idaho,BW,12-15,-4.61,96.4,261,101.0,142,62.3,301,+.012,134,-2.90,216,100.3,225,103.2,195,-2.74,221,,BW,62.3,301,96.4,261,46.1,284,21.4,172,32.2,162,32.7,258,101.0,142,47.2,67,19.5,273,31.5,130,31.7,65,62.3,301,62.6,312,96.4,261,96.2,253,101.0,142,98.6,106,2003,0.3691035247141308,12,15,0.4444444444444444,27
186,Idaho St.,BSky,13-14,-2.21,99.6,208,101.8,158,70.4,46,+.013,131,-2.05,198,100.6,217,102.6,164,-0.42,162,,BSky,70.4,46,99.6,208,49.0,175,20.8,136,29.3,253,35.7,180,101.8,158,49.6,170,23.2,75,33.9,235,42.0,269,70.4,46,70.5,93,99.6,208,98.3,220,101.8,158,99.4,125,2003,0.43751553441754887,13,14,0.48148148148148145,27
5,Illinois,B10,25-7,+24.47,113.2,22,88.7,7,67.8,127,-.029,242,+7.29,52,105.8,60,98.5,53,-4.18,257,4,B10,67.8,127,113.2,22,54.4,11,19.2,44,30.5,219,33.6,229,88.7,7,43.3,3,21.6,151,28.3,34,37.6,185,67.8,127,67.9,197,113.2,22,110.0,23,88.7,7,90.7,8,2003,0.9429350428807887,25,7,0.78125,32
62,Illinois Chicago,Horz,21-9,+10.64,110.5,38,99.9,123,68.4,106,+.024,105,+1.02,140,103.5,125,102.5,159,-0.93,175,,Horz,68.4,106,110.5,38,52.7,37,18.1,18,37.3,26,37.8,125,99.9,123,48.4,121,20.9,202,29.4,51,36.9,166,68.4,106,68.7,160,110.5,38,109.2,25,99.9,123,100.1,147,2003,0.7612831250423097,21,9,0.7,30
215,Illinois St.,MVC,8-21,-5.44,99.4,214,104.9,217,65.2,247,-.050,281,+2.34,117,104.5,92,102.2,147,+3.46,73,,MVC,65.2,247,99.4,214,50.3,131,22.6,224,28.1,281,28.4,312,104.9,217,53.7,300,20.6,213,29.7,64,39.0,213,65.2,247,65.9,270,99.4,214,97.8,231,104.9,217,106.6,278,2003,0.34993222813986985,8,21,0.27586206896551724,29
41,Indiana,B10,21-13,+14.48,113.4,20,98.9,102,63.7,284,+.050,57,+10.49,8,107.2,13,96.8,8,+9.29,20,7,B10,63.7,284,113.4,20,49.4,160,17.5,10,30.2,230,41.1,74,98.9,102,45.6,22,15.8,326,29.1,45,33.2,90,63.7,284,65.2,284,113.4,20,106.2,61,98.9,102,102.4,203,2003,0.828259195762416,21,13,0.6176470588235294,34
266,Indiana St.,MVC,7-24,-10.79,90.9,304,101.7,155,62.1,305,-.028,238,+2.49,115,104.9,76,102.5,154,+2.10,106,,MVC,62.1,305,90.9,304,44.0,318,21.0,142,26.3,306,27.8,315,101.7,155,51.4,249,21.2,181,32.6,182,34.0,102,62.1,305,63.3,309,90.9,304,89.2,315,101.7,155,103.9,236,2003,0.21567108547472313,7,24,0.22580645161290322,31
159,Iona,MAAC,17-12,+0.55,102.2,165,101.7,154,69.0,82,-.033,257,-4.38,241,100.7,214,105.0,276,-3.76,248,,MAAC,69.0,82,102.2,165,51.1,94,21.3,157,32.5,148,41.8,61,101.7,154,47.1,63,21.7,145,31.5,128,44.4,293,69.0,82,71.3,63,102.2,165,104.0,91,101.7,154,99.0,119,2003,0.5140963408049807,17,12,0.5862068965517241,29
78,Iowa,B10,17-14,+8.50,106.4,96,97.9,85,67.1,160,-.018,209,+5.72,70,104.5,93,98.8,60,-5.05,272,,B10,67.1,160,106.4,96,49.5,158,22.4,214,33.7,112,42.5,49,97.9,85,48.1,105,20.0,247,29.6,59,28.4,18,67.1,160,67.4,228,106.4,96,101.6,157,97.9,85,98.1,95,2003,0.7226167379890931,17,14,0.5483870967741935,31
64,Iowa St.,B12,16-14,+10.59,106.3,98,95.7,53,66.3,192,-.045,276,+6.18,69,104.5,98,98.3,46,-11.54,320,,B12,66.3,192,106.3,98,50.2,134,19.3,47,30.8,209,31.4,282,95.7,53,47.2,72,19.9,254,26.8,11,38.3,200,66.3,192,68.7,162,106.3,98,101.9,144,95.7,53,96.7,60,2003,0.7699520277702552,16,14,0.5333333333333333,30
267,Jackson St.,SWAC,10-18,-10.84,94.0,281,104.9,216,71.9,18,-.034,260,-7.69,288,96.7,302,104.4,244,+8.36,24,,SWAC,71.9,18,94.0,281,46.8,259,21.3,163,24.9,314,40.5,84,104.9,216,48.8,135,25.0,13,32.7,192,48.6,318,71.9,18,74.9,11,94.0,281,94.0,283,104.9,216,98.7,109,2003,0.22068199930416224,10,18,0.35714285714285715,28
263,Jacksonville,ASun,12-16,-10.57,93.4,286,104.0,193,66.3,194,+.031,89,-5.84,264,98.8,263,104.7,259,-5.86,289,,ASun,66.3,194,93.4,286,47.7,234,24.6,291,33.3,125,35.2,195,104.0,193,47.8,91,21.0,193,36.0,290,28.8,22,66.3,194,69.6,127,93.4,286,94.0,282,104.0,193,100.7,162,2003,0.22509029677054337,12,16,0.42857142857142855,28
191,Jacksonville St.,ASun,19-10,-2.72,103.5,143,106.2,240,68.4,102,+.065,38,-7.69,287,98.0,280,105.7,289,-7.67,304,,ASun,68.4,102,103.5,143,51.9,64,20.8,134,33.7,111,36.0,172,106.2,240,51.2,239,23.5,62,32.2,163,43.0,282,68.4,102,71.1,74,103.5,143,105.2,75,106.2,240,101.2,175,2003,0.4264980100663918,19,10,0.6551724137931034,29
217,James Madison,CAA,12-17,-5.66,99.5,210,105.2,225,66.2,196,-.003,170,-2.59,211,99.5,242,102.1,139,-2.25,211,,CAA,66.2,196,99.5,210,48.5,200,22.0,198,30.7,213,32.8,253,105.2,225,47.2,70,20.1,243,34.1,247,38.4,202,66.2,196,68.2,181,99.5,210,97.8,232,105.2,225,101.4,183,2003,0.3451075207317996,12,17,0.41379310344827586,29
2,Kansas,B12,30-8,+28.62,115.0,12,86.4,3,72.2,14,-.017,208,+11.84,2,108.6,2,96.8,9,+6.07,35,2,B12,72.2,14,115.0,12,52.7,35,20.0,86,38.5,17,37.7,127,86.4,3,46.0,38,22.7,97,29.0,43,25.3,5,72.2,14,73.9,19,115.0,12,110.2,21,86.4,3,90.6,6,2003,0.9640273661700672,30,8,0.7894736842105263,38
60,Kansas St.,B12,13-17,+10.87,107.9,73,97.0,70,65.7,222,-.154,327,+6.95,59,104.6,89,97.6,23,-4.60,266,,B12,65.7,222,107.9,73,50.8,111,19.4,55,31.4,191,36.9,150,97.0,70,45.8,28,18.4,299,28.9,39,34.8,121,65.7,222,67.4,223,107.9,73,102.9,121,97.0,70,98.1,90,2003,0.772886054759433,13,17,0.43333333333333335,30
94,Kent St.,MAC,20-10,+6.51,111.2,32,104.7,210,66.7,179,+.023,110,+0.52,144,103.6,124,103.1,187,+3.36,78,,MAC,66.7,179,111.2,32,55.1,9,19.1,42,31.8,173,37.3,139,104.7,210,52.0,266,19.2,284,25.9,4,39.4,223,66.7,179,67.6,215,111.2,32,112.1,7,104.7,210,105.3,258,2003,0.6665582922496469,20,10,0.6666666666666666,30
1,Kentucky,SEC,32-4,+29.18,116.5,5,87.4,4,67.7,132,+.051,53,+11.20,4,108.6,3,97.4,16,+6.77,33,1,SEC,67.7,132,116.5,5,53.8,19,20.1,93,38.6,12,35.3,192,87.4,4,46.8,52,23.8,50,29.9,68,32.5,74,67.7,132,69.1,146,116.5,5,111.6,10,87.4,4,93.0,13,2003,0.9646017824718055,32,4,0.8888888888888888,36
