rk,TEAM,CONF,RECORD,KADJ EM,adjo,adjo.rank,adjd,adjd.rank,adjt,adjt.rank,luck,luck.rank,sos-adjem,sos-adjem.rank,sos-oppo,sos-oppo.rank,sos-oppd,sos-oppd.rank,ncsos-adjem,ncsos-adjem.rank,seed,conference,KADJ T,adjtempo.rank,KADJ O,adjoe.rank,off-efg%,off-efg%.rank,off-to%,off-to%.rank,off-or%,off-or%.rank,off-ftrate,off-ftrate.rank,KADJ D,adjde.rank,def-efg%,def-efg%.rank,def-to%,def-to%.rank,def-or%,def-or%.rank,def-ftrate,def-ftrate.rank,tempo-adj,tempo-adj.rank,tempo-raw,tempo-raw.rank,off. efficiency-adj,off. efficiency-adj.rank,off. efficiency-raw,off. efficiency-raw.rank,def. efficiency-adj,def. efficiency-adj.rank,def. efficiency-raw,def. efficiency-raw.rank,YEAR,BARTHAG,W,L,WIN%,GAMES
224,Delaware,CAA,11-20,-6.46,95.1,278,101.5,140,68.2,84,-.063,296,-2.21,195,101.7,200,103.9,207,-1.25,196,,CAA,68.2,84,95.1,278,48.3,206,24.0,290,29.8,240,35.3,200,101.5,140,47.6,77,19.0,285,29.9,68,40.4,249,68.2,84,68.7,113,95.1,278,94.2,277,101.5,140,98.7,96,2005,0.3210407535346724,11,20,0.3548387096774194,31
209,Delaware St.,MEAC,19-14,-4.95,102.3,175,107.2,245,59.3,322,+.077,25,-7.47,284,97.1,311,104.6,229,+9.89,14,16,MEAC,59.3,322,102.3,175,48.8,188,22.0,213,31.7,188,42.0,46,107.2,245,53.0,299,26.4,7,37.3,318,36.0,145,59.3,322,60.7,321,102.3,175,101.2,165,107.2,245,101.3,160,2005,0.36864233779568717,19,14,0.5757575757575758,33
87,Denver,SB,20-11,+7.98,107.9,76,99.9,103,66.6,143,-.054,284,+0.32,150,102.9,171,102.5,142,+1.89,109,,SB,66.6,143,107.9,76,52.7,40,19.3,62,29.1,257,36.0,177,99.9,103,47.1,64,20.7,187,33.0,200,26.8,10,66.6,143,68.4,124,107.9,76,106.1,62,99.9,103,98.2,82,2005,0.7080443128335411,20,11,0.6451612903225806,31
131,Detroit,Horz,14-16,+3.59,103.1,160,99.5,91,59.7,321,-.070,308,+1.61,132,105.0,106,103.4,184,+4.86,52,,Horz,59.7,321,103.1,160,47.4,244,21.2,165,40.5,3,35.1,205,99.5,91,47.7,85,20.2,217,28.2,33,44.8,302,59.7,321,60.3,324,103.1,160,101.7,149,99.5,91,100.7,146,2005,0.600783338928608,14,16,0.4666666666666667,30
138,Drake,MVC,13-16,+2.47,105.3,121,102.8,166,67.0,125,+.022,111,+4.89,81,105.8,79,100.9,85,-2.10,219,,MVC,67.0,125,105.3,121,47.5,242,22.6,239,35.5,58,46.4,10,102.8,166,53.5,306,20.8,183,29.4,61,30.1,45,67.0,125,67.6,150,105.3,121,101.4,161,102.8,166,104.9,251,2005,0.5686444700555745,13,16,0.4482758620689655,29
104,Drexel,CAA,17-12,+5.63,106.3,107,100.7,122,65.0,215,-.024,225,-0.36,160,102.3,189,102.6,144,+4.83,53,,CAA,65.0,215,106.3,107,50.0,134,17.7,17,28.7,267,41.9,47,100.7,122,46.1,26,20.4,206,31.9,162,37.6,179,65.0,215,65.9,222,106.3,107,104.6,98,100.7,122,98.9,101,2005,0.6507583043193218,17,12,0.5862068965517241,29
3,Duke,ACC,27-6,+27.41,115.7,13,88.3,2,68.3,81,-.002,167,+10.89,6,109.5,2,98.6,18,+1.51,116,1,ACC,68.3,81,115.7,13,52.1,49,18.9,47,36.7,38,42.9,34,88.3,2,42.2,2,21.7,127,34.7,257,32.0,78,68.3,81,70.2,68,115.7,13,111.0,21,88.3,2,92.6,11,2005,0.9572213721823556,27,6,0.8181818181818182,33
256,Duquesne,A10,8-22,-9.28,102.9,162,112.2,313,66.2,161,-.007,181,+1.53,136,103.6,145,102.1,117,+1.43,119,,A10,66.2,161,102.9,162,46.9,264,20.2,106,32.6,145,26.7,322,112.2,313,50.7,228,18.7,296,38.3,325,43.0,285,66.2,161,66.7,194,102.9,162,99.9,199,112.2,313,111.3,324,2005,0.2699174323772751,8,22,0.26666666666666666,30
197,East Carolina,CUSA,9-19,-2.99,97.4,250,100.3,112,66.3,156,-.022,220,+6.17,62,106.0,77,99.8,46,+4.18,65,,CUSA,66.3,156,97.4,250,42.7,320,22.9,255,34.5,78,39.7,84,100.3,112,48.9,140,18.4,307,30.2,80,42.6,274,66.3,156,68.3,126,97.4,250,91.1,307,100.3,112,103.0,212,2005,0.4164401970689295,9,19,0.32142857142857145,28
257,East Tennessee St.,SC,10-19,-9.31,102.0,185,111.3,302,72.3,13,-.058,291,-2.88,211,100.1,246,103.0,157,+3.51,77,,SC,72.3,13,102.0,185,49.8,144,21.8,201,31.1,208,30.8,292,111.3,302,53.3,303,20.4,205,35.0,273,32.7,86,72.3,13,74.5,9,102.0,185,99.8,200,111.3,302,108.5,299,2005,0.26826382439803154,10,19,0.3448275862068966,29
229,Eastern Illinois,OVC,12-16,-7.03,101.7,189,108.7,277,66.2,163,+.056,51,-1.91,189,102.9,166,104.8,241,+1.59,115,,OVC,66.2,163,101.7,189,50.1,127,22.9,253,32.2,166,37.2,148,108.7,277,48.3,114,16.3,329,34.6,254,40.1,245,66.2,163,66.5,199,101.7,189,101.3,163,108.7,277,107.8,290,2005,0.3174551593903979,12,16,0.42857142857142855,28
143,Eastern Kentucky,OVC,22-9,+1.98,102.8,164,100.8,124,66.1,167,+.099,11,-3.87,239,102.4,182,106.3,292,+1.72,113,15,OVC,66.1,167,102.8,164,52.4,42,21.1,159,32.4,157,31.0,287,100.8,124,48.3,117,20.3,215,31.2,116,41.2,258,66.1,167,66.8,186,102.8,164,104.6,97,100.8,124,100.4,141,2005,0.5562460449992127,22,9,0.7096774193548387,31
191,Eastern Michigan,MAC,12-18,-2.54,103.8,147,106.4,235,70.1,37,-.030,244,+1.77,129,104.1,131,102.3,132,-4.93,281,,MAC,70.1,37,103.8,147,49.3,167,21.0,153,29.0,259,51.3,2,106.4,235,51.8,270,20.0,232,34.7,263,38.2,194,70.1,37,70.6,59,103.8,147,102.0,145,106.4,235,106.6,273,2005,0.42934954767990496,12,18,0.4,30
262,Eastern Washington,BSky,8-20,-9.83,92.5,303,102.3,156,63.3,278,-.093,319,-2.31,197,102.7,176,105.0,247,+7.35,24,,BSky,63.3,278,92.5,303,47.8,233,23.9,281,26.6,300,34.0,234,102.3,156,52.3,288,22.9,66,27.8,28,47.1,314,63.3,278,66.5,200,92.5,303,92.4,296,102.3,156,101.2,158,2005,0.2390196396440742,8,20,0.2857142857142857,28
281,Elon,SC,8-23,-12.67,92.0,307,104.7,205,62.7,294,+.021,113,-1.95,191,102.4,184,104.4,222,+4.52,58,,SC,62.7,294,92.0,307,46.4,278,22.6,241,27.1,292,36.4,164,104.7,205,52.5,290,21.9,116,30.1,75,35.5,140,62.7,294,65.5,241,92.0,307,91.1,308,104.7,205,103.5,223,2005,0.1843617283417324,8,23,0.25806451612903225,31
152,Evansville,MVC,11-17,+0.55,107.4,86,106.8,241,66.6,141,-.030,245,+3.14,107,105.0,105,101.9,108,-7.05,300,,MVC,66.6,141,107.4,86,52.8,38,19.6,75,26.0,306,35.7,187,106.8,241,51.1,241,19.5,255,33.1,205,37.6,178,66.6,141,67.5,156,107.4,86,104.7,95,106.8,241,107.9,292,2005,0.5161009159128789,11,17,0.39285714285714285,28
201,FIU,SB,13-17,-3.66,98.4,235,102.0,154,66.6,139,+.040,75,+0.85,143,104.0,137,103.1,164,+0.52,149,,SB,66.6,139,98.4,235,48.3,211,26.3,325,35.7,53,47.5,6,102.0,154,48.6,128,20.2,224,30.0,70,42.8,282,66.6,139,68.4,123,98.4,235,95.7,258,102.0,154,101.5,171,2005,0.3981407312859045,13,17,0.43333333333333335,30
175,Fairfield,MAAC,15-15,-0.71,102.3,174,103.0,172,63.2,280,-.038,261,-2.84,208,101.6,203,104.4,224,+2.19,103,,MAAC,63.2,280,102.3,174,47.2,255,18.9,49,32.2,167,32.8,256,103.0,172,48.1,105,21.4,151,31.7,150,38.7,207,63.2,280,65.8,226,102.3,174,101.5,157,103.0,172,99.9,123,2005,0.4804045103007206,15,15,0.5,30
190,Fairleigh Dickinson,NEC,20-13,-2.52,102.7,166,105.2,220,68.6,74,-.003,171,-7.88,293,99.4,267,107.3,319,+0.75,139,16,NEC,68.6,74,102.7,166,50.5,110,19.9,84,33.0,129,32.8,255,105.2,220,50.7,227,21.3,154,29.5,62,37.6,180,68.6,74,69.6,88,102.7,166,104.9,91,105.2,220,100.7,147,2005,0.4312903217347545,20,13,0.6060606060606061,33
10,Florida,SEC,24-8,+23.93,116.4,11,92.5,16,65.2,207,-.027,239,+7.13,40,106.6,53,99.5,34,-4.30,265,4,SEC,65.2,207,116.4,11,55.2,11,20.3,108,34.0,94,40.9,64,92.5,16,46.1,24,21.7,126,27.3,21,35.2,132,65.2,207,66.9,181,116.4,11,113.1,12,92.5,16,94.1,29,2005,0.9335766701723849,24,8,0.75,32
302,Florida A&M,MEAC,14-15,-15.78,96.0,267,111.8,309,67.7,102,+.101,10,-11.21,314,94.1,322,105.3,263,+11.93,7,,MEAC,67.7,102,96.0,267,47.3,251,24.1,294,33.8,100,39.2,96,111.8,309,51.0,238,22.1,107,33.9,227,42.3,270,67.7,102,70.6,57,96.0,267,95.3,263,111.8,309,103.4,221,2005,0.147772605105791,14,15,0.4827586206896552,29
242,Florida Atlantic,ASun,10-17,-8.12,100.3,213,108.5,271,72.9,8,-.075,309,-7.58,286,99.4,268,107.0,309,+6.56,30,,ASun,72.9,8,100.3,213,49.6,156,22.4,233,34.7,71,35.3,199,108.5,271,51.3,251,21.8,122,31.4,130,38.5,201,72.9,8,74.2,10,100.3,213,101.1,171,108.5,271,103.7,229,2005,0.2882863293583874,10,17,0.37037037037037035,27
102,Florida St.,ACC,12-19,+6.24,105.1,125,98.9,84,65.4,198,-.067,302,+10.23,10,108.2,16,98.0,9,-0.84,181,,ACC,65.4,198,105.1,125,50.7,99,23.3,266,29.7,242,37.5,138,98.9,84,49.6,182,20.9,181,31.9,161,38.4,198,65.4,198,68.1,136,105.1,125,98.7,220,98.9,84,102.6,202,2005,0.6680181292301258,12,19,0.3870967741935484,31
188,Fordham,A10,13-16,-2.17,97.4,247,99.6,94,65.7,186,-.000,160,-0.55,165,102.2,191,102.8,149,-0.28,170,,A10,65.7,186,97.4,247,48.4,205,24.6,309,33.7,103,34.9,210,99.6,94,48.2,108,21.3,153,35.1,278,31.3,65,65.7,186,65.5,240,97.4,247,95.4,261,99.6,94,98.3,86,2005,0.4361348923751396,13,16,0.4482758620689655,29
168,Fresno St.,WAC,16-14,-0.06,101.5,194,101.6,141,69.0,53,-.002,166,-0.30,157,102.9,164,103.2,175,-3.80,251,,WAC,69.0,53,101.5,194,50.1,130,22.1,218,31.6,191,35.2,201,101.6,141,46.1,23,18.2,309,31.6,147,29.5,33,69.0,53,71.1,42,101.5,194,100.6,186,101.6,141,99.8,117,2005,0.49716891235088734,16,14,0.5333333333333333,30
199,Furman,SC,16-13,-3.08,101.7,190,104.8,209,63.1,283,-.012,191,-3.25,219,100.7,230,104.0,208,+3.89,70,,SC,63.1,283,101.7,190,51.9,54,22.2,224,30.3,227,29.8,306,104.8,209,50.8,229,23.6,43,35.4,283,31.2,61,63.1,283,66.2,204,101.7,190,101.1,167,104.8,209,101.5,172,2005,0.4145215551123821,16,13,0.5517241379310345,29
210,Gardner Webb,ASun,18-12,-5.12,97.8,243,102.9,168,67.8,99,+.001,157,-8.33,299,99.4,269,107.7,326,+6.09,34,,ASun,67.8,99,97.8,243,48.8,186,21.6,190,34.3,83,30.9,289,102.9,168,48.2,107,20.9,179,31.9,159,32.5,85,67.8,99,70.0,73,97.8,243,101.5,158,102.9,168,98.5,91,2005,0.35787935902313933,18,12,0.6,30
140,George Mason,CAA,16-13,+2.12,108.4,72,106.3,233,65.9,176,-.039,262,-3.21,218,100.6,232,103.9,206,-2.77,236,,CAA,65.9,176,108.4,72,50.9,93,17.8,20,31.6,193,39.7,82,106.3,233,49.3,165,21.1,166,34.3,240,31.0,60,65.9,176,67.2,170,108.4,72,107.6,54,106.3,233,102.2,194,2005,0.5560070381417719,16,13,0.5517241379310345,29
38,George Washington,A10,22-8,+14.41,109.9,56,95.5,40,70.8,25,-.013,197,+0.49,148,103.6,147,103.1,160,+0.84,136,12,A10,70.8,25,109.9,56,52.2,46,20.8,140,36.4,40,39.6,85,95.5,40,49.0,150,24.4,30,30.2,84,33.4,102,70.8,25,70.7,52,109.9,56,108.4,45,95.5,40,94.7,35,2005,0.8341200579178487,22,8,0.7333333333333333,30
52,Georgetown,BE,19-13,+12.45,112.2,36,99.8,97,59.2,324,-.005,174,+6.83,46,105.8,80,99.0,21,-5.50,291,,BE,59.2,324,112.2,36,53.1,35,21.9,207,34.1,92,30.1,302,99.8,97,46.5,41,21.6,137,35.5,287,37.4,175,59.2,324,60.1,326,112.2,36,106.8,57,99.8,97,100.9,151,2005,0.7936093019932481,19,13,0.59375,32
205,Georgia,SEC,8-20,-4.63,94.4,287,99.1,87,64.2,244,-.008,183,+7.09,42,106.3,62,99.2,30,-7.69,306,,SEC,64.2,244,94.4,287,44.7,308,22.3,230,29.7,242,38.4,114,99.1,87,51.3,248,22.6,77,32.1,171,41.6,263,64.2,244,65.9,221,94.4,287,89.8,318,99.1,87,101.9,187,2005,0.36383297736707587,8,20,0.2857142857142857,28
173,Georgia Southern,SC,18-13,-0.55,100.9,205,101.4,136,75.3,1,-.052,282,-4.83,259,99.7,257,104.5,225,+0.81,138,,SC,75.3,1,100.9,205,47.3,248,19.8,81,32.4,155,36.3,169,101.4,136,47.9,93,23.3,48,32.1,173,46.0,308,75.3,1,77.3,1,100.9,205,100.9,179,101.4,136,97.3,63,2005,0.48579222992358767,18,13,0.5806451612903226,31
234,Georgia St.,ASun,14-15,-7.42,102.2,179,109.6,287,65.0,214,+.035,89,-5.37,262,100.4,238,105.8,278,+13.98,4,,ASun,65.0,214,102.2,179,49.9,140,18.8,43,29.5,249,29.4,309,109.6,287,49.6,181,18.4,306,34.9,268,31.4,69,65.0,214,67.6,155,102.2,179,102.7,129,109.6,287,106.5,271,2005,0.30918857639586833,14,15,0.4827586206896552,29
22,Georgia Tech,ACC,20-12,+19.23,109.2,66,90.0,8,68.6,68,-.038,259,+10.91,5,108.9,4,98.0,8,-4.87,280,5,ACC,68.6,68,109.2,66,50.3,119,20.9,144,33.1,125,37.2,145,90.0,8,44.4,10,21.1,165,30.9,106,37.2,170,68.6,68,70.8,50,109.2,66,103.9,112,90.0,8,93.5,22,2005,0.9023639392804764,20,12,0.625,32
26,Gonzaga,WCC,26-5,+17.88,119.3,7,101.4,135,67.1,124,+.012,131,+3.46,103,104.0,135,100.5,71,+2.18,104,3,WCC,67.1,124,119.3,7,54.8,14,19.3,61,38.2,22,46.9,8,101.4,135,48.6,130,17.5,317,27.9,30,29.9,40,67.1,124,68.5,121,119.3,7,115.5,9,101.4,135,101.7,177,2005,0.8664044334114082,26,5,0.8387096774193549,31
300,Grambling St.,SWAC,14-10,-15.43,93.6,296,109.0,279,68.3,80,+.122,6,-15.15,330,91.1,329,106.2,288,+8.65,20,,SWAC,68.3,80,93.6,296,46.8,270,21.1,158,28.8,265,30.7,293,109.0,279,47.7,84,20.1,225,30.7,94,42.8,279,68.3,80,71.0,44,93.6,296,94.1,279,109.0,279,98.8,100,2005,0.14783904998208125,14,10,0.5833333333333334,24
176,Green Bay,Horz,17-11,-0.87,104.3,139,105.2,219,65.9,174,+.132,3,-0.13,155,103.6,146,103.7,196,+0.53,148,,Horz,65.9,174,104.3,139,51.1,88,19.9,85,26.5,303,34.2,228,105.2,219,50.3,215,19.4,264,33.2,211,33.9,109,65.9,174,65.1,255,104.3,139,102.5,131,105.2,219,105.3,258,2005,0.4753182545410835,17,11,0.6071428571428571,28
232,Hampton,MEAC,17-13,-7.17,94.6,285,101.8,148,66.2,159,+.028,103,-11.35,316,95.0,314,106.3,295,+2.68,90,,MEAC,66.2,159,94.6,285,48.3,209,24.4,306,35.3,63,43.0,32,101.8,148,47.3,68,24.4,29,30.8,100,40.1,244,66.2,159,68.0,137,94.6,285,95.8,256,101.8,148,93.4,21,2005,0.3007865417498689,17,13,0.5666666666666667,30
310,Hartford,AE,8-20,-17.60,92.1,306,109.7,288,65.0,213,+.014,126,-4.37,249,99.2,272,103.6,189,-7.32,303,,AE,65.0,213,92.1,306,43.1,318,22.0,209,32.1,173,26.5,324,109.7,288,51.5,255,22.5,85,34.1,237,47.6,317,65.0,213,66.1,211,92.1,306,89.6,319,109.7,288,105.9,266,2005,0.11804700417779841,8,20,0.2857142857142857,28
218,Harvard,Ivy,12-15,-5.66,97.5,246,103.1,175,69.0,54,+.017,119,-3.47,228,99.6,263,103.0,158,-1.87,215,,Ivy,69.0,54,97.5,246,47.7,237,24.4,304,32.7,141,35.3,198,103.1,175,49.8,190,23.0,57,30.2,83,37.1,166,69.0,54,69.0,103,97.5,246,95.5,260,103.1,175,99.0,103,2005,0.34474021324239496,12,15,0.4444444444444444,27
127,Hawaii,WAC,16-13,+3.68,105.3,119,101.7,145,64.7,227,-.037,258,+0.04,154,102.5,180,102.4,138,-1.94,216,,WAC,64.7,227,105.3,119,49.0,182,19.1,56,34.6,76,28.0,317,101.7,145,47.9,92,21.9,120,35.6,290,34.9,126,64.7,227,66.0,215,105.3,119,103.5,119,101.7,145,100.0,126,2005,0.5986973509867972,16,13,0.5517241379310345,29
226,High Point,BSth,13-18,-6.53,97.3,251,103.8,191,72.4,12,-.120,327,-8.45,301,98.6,289,107.0,312,-1.45,203,,BSth,72.4,12,97.3,251,48.5,198,22.5,236,33.4,112,38.0,124,103.8,191,47.9,94,21.4,142,31.6,141,38.8,212,72.4,12,72.4,28,97.3,251,99.4,208,103.8,191,98.8,99,2005,0.32220207483921015,13,18,0.41935483870967744,31
103,Hofstra,CAA,21-9,+6.18,107.3,90,101.1,132,66.7,134,+.021,112,-2.68,207,100.3,242,103.0,151,-4.55,274,,CAA,66.7,134,107.3,90,51.4,75,20.4,112,34.4,80,37.1,149,101.1,132,46.2,29,21.4,147,32.2,175,39.4,227,66.7,134,66.9,180,107.3,90,105.8,67,101.1,132,97.4,64,2005,0.66473406852671,21,9,0.7,30
66,Holy Cross,Pat,25-7,+10.97,104.7,131,93.8,22,63.5,268,+.012,132,-4.27,247,99.2,276,103.4,185,+0.39,154,,Pat,63.5,268,104.7,131,50.0,137,20.6,121,37.1,36,36.7,159,93.8,22,44.6,11,26.3,9,26.9,17,37.8,185,63.5,268,63.6,290,104.7,131,104.0,108,93.8,22,88.3,1,2005,0.7797558254952899,25,7,0.78125,32
100,Houston,CUSA,18-14,+6.55,106.4,105,99.8,101,66.3,155,+.037,82,+4.52,85,105.1,104,100.5,73,+2.42,94,,CUSA,66.3,155,106.4,105,47.2,254,17.6,14,33.1,127,31.6,278,99.8,101,51.4,254,28.2,2,35.6,291,55.4,328,66.3,155,68.7,112,106.4,105,101.8,146,99.8,101,100.3,136,2005,0.6762147085252902,18,14,0.5625,32
324,Howard,MEAC,5-23,-25.43,89.2,320,114.6,326,68.7,67,-.026,234,-11.84,318,94.4,318,106.2,287,-4.46,271,,MEAC,68.7,67,89.2,320,43.3,316,21.6,188,30.2,231,32.0,273,114.6,326,50.9,231,22.6,79,37.9,324,49.6,323,68.7,67,70.5,62,89.2,320,90.7,313,114.6,326,104.7,246,2005,0.053074803541950565,5,23,0.17857142857142858,28
292,IPFW,ind,7-22,-14.04,94.7,284,108.7,275,65.6,192,-.043,266,-1.12,180,103.5,150,104.6,232,+3.33,80,,ind,65.6,192,94.7,284,47.8,234,23.9,286,30.1,235,32.3,266,108.7,275,51.9,277,20.0,231,30.2,77,37.4,174,65.6,192,65.5,239,94.7,284,93.4,285,108.7,275,108.2,295,2005,0.1700046046345144,7,22,0.2413793103448276,29
139,IUPUI,MCon,16-13,+2.33,109.6,61,107.3,247,63.0,288,-.035,255,-1.25,181,104.5,122,105.8,277,+5.73,42,,MCon,63.0,288,109.6,61,50.9,91,17.0,5,34.6,75,30.9,291,107.3,247,53.7,312,21.8,125,31.2,117,42.3,271,63.0,288,63.2,298,109.6,61,110.9,23,107.3,247,107.9,291,2005,0.5606746007562906,16,13,0.5517241379310345,29
246,Idaho,BW,8-22,-8.55,96.0,266,104.5,202,63.6,267,-.049,274,-0.93,175,102.1,194,103.0,156,-0.92,184,,BW,63.6,267,96.0,266,45.1,300,19.4,66,31.7,186,27.2,321,104.5,202,50.2,210,20.7,192,32.6,188,38.8,211,63.6,267,63.8,286,96.0,266,94.4,273,104.5,202,103.1,214,2005,0.2737563436573891,8,22,0.26666666666666666,30
308,Idaho St.,BSky,9-18,-17.04,90.6,315,107.6,256,65.8,181,-.017,210,-7.03,280,99.6,258,106.7,303,-5.22,286,,BSky,65.8,181,90.6,315,44.2,311,21.7,195,27.2,291,41.3,55,107.6,256,51.5,257,23.8,40,36.2,300,40.8,251,65.8,181,67.7,148,90.6,315,91.1,306,107.6,256,103.4,222,2005,0.12157341689682248,9,18,0.3333333333333333,27
2,Illinois,B10,37-2,+32.68,122.3,3,89.6,4,64.1,249,-.007,179,+8.16,28,107.3,32,99.1,27,+0.31,157,1,B10,64.1,249,122.3,3,56.0,5,16.5,2,33.5,110,28.8,314,89.6,4,47.1,63,22.2,98,29.4,60,30.4,50,64.1,249,65.3,250,122.3,3,117.5,1,89.6,4,93.4,20,2005,0.9728248158506153,37,2,0.9487179487179487,39
136,Illinois Chicago,Horz,15-14,+3.06,107.6,84,104.5,203,65.9,178,-.010,187,+1.72,130,103.8,140,102.1,118,+9.72,15,,Horz,65.9,178,107.6,84,48.2,222,18.8,45,35.1,67,34.3,225,104.5,203,51.6,264,21.6,136,33.2,210,35.3,134,65.9,178,66.0,218,107.6,84,104.7,94,104.5,203,104.3,240,2005,0.58326379131598,15,14,0.5172413793103449,29
120,Illinois St.,MVC,17-13,+4.11,105.9,112,101.8,150,63.7,262,+.057,49,+4.00,97,105.4,94,101.4,97,-4.43,270,,MVC,63.7,262,105.9,112,51.7,66,21.6,189,29.6,246,36.8,158,101.8,150,50.3,213,20.0,228,31.2,122,28.1,23,63.7,262,64.5,270,105.9,112,102.0,142,101.8,150,102.3,196,2005,0.6116086632488494,17,13,0.5666666666666667,30
65,Indiana,B10,15-14,+11.00,109.2,68,98.2,76,61.7,304,+.011,134,+9.93,12,107.2,35,97.2,2,+7.36,23,,B10,61.7,304,109.2,68,48.3,213,19.6,76,31.5,199,39.1,98,98.2,76,47.5,73,22.0,113,34.4,248,37.6,177,61.7,304,62.2,309,109.2,68,101.6,153,98.2,76,101.3,161,2005,0.772241373988858,15,14,0.5172413793103449,29
160,Indiana St.,MVC,11-20,+0.24,97.4,249,97.1,60,63.4,272,-.017,208,+5.24,74,106.8,48,101.5,99,-0.93,185,,MVC,63.4,272,97.4,249,44.5,309,19.5,70,23.7,320,39.0,99,97.1,60,50.1,204,21.4,149,27.3,23,30.9,59,63.4,272,64.4,274,97.4,249,93.7,281,97.1,60,99.6,113,2005,0.508867971611925,11,20,0.3548387096774194,31
186,Iona,MAAC,15-16,-2.07,100.5,209,102.5,159,67.9,98,-.019,214,-3.28,221,102.6,178,105.9,280,+1.25,124,,MAAC,67.9,98,100.5,209,48.8,190,21.5,181,33.9,96,41.5,53,102.5,159,46.9,57,20.4,204,33.1,202,39.7,237,67.9,98,70.0,75,100.5,209,101.1,172,102.5,159,101.0,154,2005,0.44358911213845575,15,16,0.4838709677419355,31
27,Iowa,B10,21-12,+17.17,111.9,40,94.7,35,68.1,87,-.034,251,+9.51,16,107.4,31,97.9,7,+3.40,78,10,B10,68.1,87,111.9,40,51.7,65,20.6,118,31.1,207,40.7,66,94.7,35,47.5,74,21.1,168,30.0,73,34.3,117,68.1,87,68.5,119,111.9,40,105.5,76,94.7,35,97.6,70,2005,0.8720551743594206,21,12,0.6363636363636364,33
48,Iowa St.,B12,19-12,+13.02,103.1,159,90.1,9,66.8,130,+.003,152,+7.22,39,107.5,28,100.3,60,-3.06,238,9,B12,66.8,130,103.1,159,46.9,266,18.9,48,31.7,187,35.2,202,90.1,9,47.5,75,24.3,32,31.9,164,30.4,51,66.8,130,67.9,142,103.1,159,99.1,213,90.1,9,93.8,26,2005,0.8249081139307337,19,12,0.6129032258064516,31
299,Jackson St.,SWAC,14-16,-15.24,89.6,319,104.8,212,69.6,45,+.058,48,-12.45,322,93.9,323,106.3,294,+1.14,130,,SWAC,69.6,45,89.6,319,42.1,325,23.6,272,33.3,116,34.8,213,104.8,212,48.1,101,25.9,10,34.7,258,50.4,325,69.6,45,72.3,29,89.6,319,89.3,320,104.8,212,95.3,38,2005,0.14160386691310248,14,16,0.4666666666666667,30
289,Jacksonville,ASun,16-13,-13.63,92.9,300,106.5,236,71.1,21,+.129,5,-9.65,308,98.3,295,107.9,329,-3.67,248,,ASun,71.1,21,92.9,300,50.4,116,24.2,298,30.2,229,40.0,78,106.5,236,48.5,124,22.5,91,35.4,285,38.4,197,71.1,21,73.0,20,92.9,300,95.9,252,106.5,236,101.9,183,2005,0.1720531668811666,16,13,0.5517241379310345,29
286,Jacksonville St.,OVC,7-22,-13.41,99.9,218,113.3,319,66.5,144,-.075,310,-3.08,214,102.1,196,105.1,255,-1.35,200,,OVC,66.5,144,99.9,218,49.5,163,22.7,242,28.3,272,35.9,180,113.3,319,55.0,322,20.6,196,30.9,103,38.7,209,66.5,144,66.9,178,99.9,218,98.9,218,113.3,319,111.0,321,2005,0.19038676349379718,7,22,0.2413793103448276,29
312,James Madison,CAA,6-22,-18.32,92.2,304,110.6,298,64.7,228,-.002,169,-2.58,204,100.9,227,103.5,186,-4.10,260,,CAA,64.7,228,92.2,304,45.5,293,25.3,317,31.0,209,39.7,83,110.6,298,50.4,217,19.1,280,35.6,288,45.7,306,64.7,228,66.0,212,92.2,304,90.5,314,110.6,298,107.9,293,2005,0.10982405753470789,6,22,0.21428571428571427,28
11,Kansas,B12,23-7,+23.08,115.6,15,92.5,18,66.5,147,+.008,145,+10.45,8,108.1,18,97.7,5,+10.37,13,3,B12,66.5,147,115.6,15,53.4,27,20.8,139,34.7,73,38.5,111,92.5,18,44.3,9,19.9,235,31.3,127,38.1,192,66.5,147,67.6,151,115.6,15,109.4,34,92.5,18,95.7,41,2005,0.9284861339222854,23,7,0.7666666666666667,30
71,Kansas St.,B12,17-12,+10.14,109.9,54,99.8,99,63.4,275,-.012,192,+6.41,58,106.2,66,99.8,50,-6.33,294,,B12,63.4,275,109.9,54,49.2,176,18.8,39,31.3,202,37.7,132,99.8,99,49.9,194,19.8,242,30.3,90,30.5,54,63.4,275,64.5,269,109.9,54,105.0,87,99.8,99,101.6,175,2005,0.7518737617634754,17,12,0.5862068965517241,29
83,Kent St.,MAC,20-13,+8.65,106.6,101,98.0,74,65.4,202,+.001,156,+4.45,88,106.0,76,101.5,100,+5.92,35,,MAC,65.4,202,106.6,101,50.1,126,20.3,109,33.2,122,33.8,237,98.0,74,51.5,260,23.2,50,29.3,57,39.1,217,65.4,202,66.0,219,106.6,101,104.1,105,98.0,74,100.0,125,2005,0.7245878645127177,20,13,0.6060606060606061,33
9,Kentucky,SEC,28-6,+24.10,113.0,29,88.9,3,66.6,142,+.032,94,+8.85,21,107.9,20,99.1,26,-2.71,235,2,SEC,66.6,142,113.0,29,52.1,52,18.8,40,34.5,79,37.6,137,88.9,3,46.6,47,25.4,13,32.2,174,31.8,75,66.6,142,67.3,167,113.0,29,108.1,49,88.9,3,92.0,8,2005,0.9403955459251113,28,6,0.8235294117647058,34
