year,rank,name,school,rating
2019,13,Josh Green,,0.9953
2019,14,N'Faly Dante,,0.9952
2019,15,Precious Achiuwa,,0.9950
2019,16,Jeremiah Robinson-Earl,,0.9948
2019,17,Bryan Antoine,,0.9939
2019,18,Trendon Watford,,0.9934
2019,19,Samuell Williamson,,0.9930
2019,20,Isaiah Mobley,,0.9924
2019,21,Tre Mann,,0.9919
2019,22,Josiah-Jordan James,,0.9913
2019,23,LaMelo Ball,,0.9912
2019,24,Keion Brooks,,0.9909
2019,25,Onyeka Okongwu,,0.9907
2019,26,Patrick Williams,,0.9906
2019,27,Armando Bacot,,0.9903
2019,28,C.J. Walker,,0.9903
2019,29,Wendell Moore,,0.9898
2019,30,Trayce Jackson-Davis,,0.9889
2019,31,Oscar Tshiebwe,,0.9888
2019,32,Jahmi'us Ramsey,,0.9886
2019,33,Johnny Juzang,,0.9884
2019,34,DJ Carton,,0.9880
2019,35,Will Baker,,0.9879
2019,36,Isaac Okoro,,0.9871
2019,37,Cassius Stanley,,0.9870
2019,38,Boogie Ellis,,0.9868
2019,39,Rocket Watts,,0.9865
2019,40,Zeke Nnaji,,0.9854
2019,41,Jalen Lecque,,0.9846
2019,42,Addison Patterson,,0.9842
2019,43,Drew Timme,,0.9829
2019,44,EJ Liddell,,0.9827
2019,45,Omar Payne,,0.9818
2019,46,Kofi Cockburn,,0.9818
2019,47,De'Vion Harmon,,0.9814
2019,48,Anton Watson,,0.9812
2019,49,Zach Harvey,,0.9812
2019,50,Alonzo Gaffney,,0.9804
2021,1,Chet Holmgren,,1.0000
2021,2,Paolo Banchero,,0.9994
2021,3,Shaedon Sharpe,,0.9992
2021,4,Jaden Hardy,,0.9990
2021,5,Emoni Bates,,0.9987
2021,6,Jalen Duren,,0.9985
2021,7,Jabari Smith,,0.9980
2021,8,Patrick Baldwin Jr.,,0.9978
2021,9,Kennedy Chandler,,0.9966
2021,10,Scoot Henderson,,0.9965
2021,11,Caleb Houstan,,0.9964
2021,12,Peyton Watson,,0.9962
2021,13,JD Davison,,0.9947
2021,14,Kendall Brown,,0.9946
2021,15,TyTy Washington,,0.9943
2021,16,Daimion Collins,,0.9940
2021,17,Moussa Diabate,,0.9934
2021,18,AJ Griffin,,0.9934
2021,19,Harrison Ingram,,0.9934
2021,20,Max Christie,,0.9928
2021,21,Hunter Sallis,,0.9924
2021,22,Michael Foster,,0.9924
2021,23,Trevor Keels,,0.9918
2021,24,Aminu Mohammed,,0.9915
2021,25,Matthew Cleveland,,0.9911
2021,26,Brandon Huntley-Hatfield,,0.9901
2021,27,Efton Reid,,0.9901
2021,28,Nate Bittle,,0.9900
2021,29,Bryce McGowens,,0.9899
2021,30,Tamar Bates,,0.9892
2021,31,Enoch Boakye,,0.9892
2021,32,Benny Williams,,0.9885
2021,33,Nolan Hickman,,0.9885
2021,34,Manny Obaseki,,0.9878
2021,35,Charles Bediako,,0.9868
2021,36,Jaylon Tyson,,0.9867
2021,37,Tyrese Hunter,,0.9863
2021,38,Malaki Branham,,0.9861
2021,39,Bryce Hopkins,,0.9857
2021,40,Jonas Aidoo,,0.9851
2021,41,Langston Love,,0.9847
2021,42,Kowacie Reeves,,0.9843
2021,43,Jalen Warley,,0.9841
2021,44,Trey Kaufman-Renn,,0.9832
2021,45,Josh Minott,,0.9831
2021,46,Kobe Bufkin,,0.9831
2021,47,Frankie Collins,,0.9821
2021,48,DaRon Holmes,,0.9819
2021,49,Arthur Kaluma,,0.9818
2021,50,Zach Clemence,,0.9800
2022,1,Nick Smith,,0.9996
2022,2,Dariq Whitehead,,0.9996
2022,3,Dereck Lively II,,0.9996
2022,4,Kyle Filipowski,,0.9984
2022,5,Dillon Mitchell,,0.9983
2022,6,GG Jackson,,0.9981
2022,7,Kel'el Ware,,0.9976
2022,8,Keyonte George,,0.9973
2022,9,Amari Bailey,,0.9967
2022,10,Cason Wallace,,0.9964
2022,11,Jarace Walker,,0.9961
2022,12,Chris Livingston,,0.9954
2022,13,Cam Whitmore,,0.9952
2022,14,Brandon Miller,,0.9952
2022,15,Julian Phillips,,0.9945
2022,16,Arterio Morris,,0.9941
2022,17,Anthony Black,,0.9940
2022,18,Adem Bona,,0.9932
2022,19,Jordan Walsh,,0.9931
2022,20,Mark Mitchell,,0.9929
2022,21,JJ Starling,,0.9925
2022,22,Gradey Dick,,0.9923
2022,23,Jalen Hood-Schifino,,0.9918
2022,24,Yohan Traore,,0.9916
2022,25,Vincent Iwuchukwu,,0.9909
2022,26,Jaden Bradley,,0.9905
2022,27,Tyrese Proctor,,0.9898
2022,28,Leonard Miller,,0.9896
2022,29,Kylan Boswell,,0.9894
2022,30,Malik Reneau,,0.9894
2022,31,Ernest Udeh Jr.,,0.9891
2022,32,MJ Rice,,0.9882
2022,33,Skyy Clark,,0.9880
2022,34,Tyrell Ward,,0.9879
2022,35,Tarris Reed Jr.,,0.9876
2022,36,Ugonna Onyenso,,0.9875
2022,37,Collin Chandler,,0.9872
2022,38,Seth Trimble,,0.9864
2022,39,Chance Westry,,0.9859
2022,40,Terrance Arceneaux,,0.9853
2022,41,Freddie Dilione,,0.9845
2022,42,Dior Johnson,,0.9840
2022,43,Jett Howard,,0.9839
2022,44,Dylan Andrews,,0.9832
2022,45,Isaiah Miranda,,0.9830
2022,46,London Johnson,,0.9830
2022,47,Baba Miller,,0.9830
2022,48,Elijah Fisher,,0.9823
2022,49,Roddy Gayle Jr.,,0.9821
2022,50,Tre White,,0.9813
2023,1,Isaiah Collier,,0.9999
2023,2,Ron Holland,,0.9994
2023,3,Justin Edwards,,0.9992
2023,4,Aaron Bradshaw,,0.9988
2023,5,Matas Buzelis,,0.9983
2023,6,DJ Wagner,,0.9983
2023,7,Cody Williams,,0.9981
2023,8,Mackenzie Mgbako,,0.9970
2023,9,Ja'Kobe Walter,,0.9968
2023,10,Stephon Castle,,0.9966
2023,11,Elliot Cadeau,,0.9966
2023,12,Omaha Biliew,,0.9961
2023,13,Jared McCain,,0.9959
2023,14,Xavier Booker,,0.9952
2023,15,Kwame Evans Jr.,,0.9942
2023,16,Rob Dillingham,,0.9941
2023,17,Sean Stewart,,0.9933
2023,18,Aden Holloway,,0.9928
2023,19,Caleb Foster,,0.9923
2023,20,TJ Power,,0.9920
2023,21,Elmarko Jackson,,0.9918
2023,22,Bronny James,,0.9912
2023,23,Trentyn Flowers,,0.9911
2023,24,Jackson Shelstad,,0.9905
2023,25,Andrej Stojakovic,,0.9903
2023,26,AJ Johnson,,0.9901
2023,27,Dennis Evans,,0.9888
2023,28,Baye Fall,,0.9888
2023,29,Dink Pate,,0.9887
2023,30,Mookie Cook,,0.9886
2023,31,Jeremy Fears,,0.9884
2023,32,DeShawn Harris-Smith,,0.9876
2023,33,Coen Carr,,0.9873
2023,34,Simeon Wilcher,,0.9869
2023,35,Layden Blocker,,0.9863
2023,36,Brandon Garrison,,0.9863
2023,37,Yves Missi,,0.9859
2023,38,Garwey Dual,,0.9855
2023,39,Taison Chatman,,0.9848
2023,40,Milan Momcilovic,,0.9847
2023,41,Dedan Thomas Jr.,,0.9841
2023,42,Miro Little,,0.9839
2023,43,Reed Sheppard,,0.9839
2023,44,Gavin Griffiths,,0.9834
2023,45,Solomon Ball,,0.9829
2023,46,Wesley Yates III,,0.9826
2023,47,Dusty Stromer,,0.9825
2023,48,Arrinten Page,,0.9822
2023,49,Devin Royal,,0.9819
2023,50,Scotty Middleton,,0.9816
2024,1,Cooper Flagg,,1.0000
2024,2,Ace Bailey,,0.9996
2024,3,Dylan Harper,,0.9992
2024,4,VJ Edgecombe,,0.9989
2024,5,Tre Johnson,,0.9983
2024,6,Khaman Maluach,,0.9981
2024,7,Jalil Bethea,,0.9980
2024,8,Ian Jackson,,0.9970
2024,9,Jayden Quaintance,,0.9969
2024,10,Derrion Reid,,0.9956
2024,11,Drake Powell,,0.9954
2024,12,Derik Queen,,0.9954
2024,13,Donnie Freeman,,0.9953
2024,14,Will Riley,,0.9951
2024,15,Isaiah Evans,,0.9951
2024,16,Asa Newell,,0.9951
2024,17,Flory Bidunga,,0.9949
2024,18,Liam McNeeley,,0.9948
2024,19,Kon Knueppel,,0.9946
2024,20,Boogie Fland,,0.9941
2024,21,Bryson Tucker,,0.9928
2024,22,Karter Knox,,0.9922
2024,23,Aiden Sherrell,,0.9921
2024,24,Carter Bryant,,0.9920
2024,25,Joson Sanon,,0.9914
2024,26,Patrick Ngongba II,,0.9907
2024,27,Billy Richmond,,0.9905
2024,28,Rob Wright III,,0.9905
2024,29,Tahaad Pettiford,,0.9901
2024,30,Morez Johnson Jr.,,0.9896
2024,31,Trent Perry,,0.9888
2024,32,Jase Richardson,,0.9883
2024,33,Annor Boateng,,0.9882
2024,34,Khani Rooths,,0.9879
2024,35,Labaron Philon,,0.9878
2024,36,Cam Scott,,0.9866
2024,37,Ahmad Nowell,,0.9865
2024,38,Jackson McAndrew,,0.9856
2024,39,Darren Harris,,0.9856
2024,40,Rakease Passmore,,0.9848
2024,41,Kanon Catchings,,0.9846
2024,42,Zoom Diallo,,0.9841
2024,43,Thomas Sorber,,0.9832
2024,44,Somto Cyril,,0.9831
2024,45,Jeremiah Fears,,0.9827
2024,46,Naas Cunningham,,0.9825
2024,47,Tyler Betsey,,0.9818
2024,48,Jamari Phillips,,0.9809
2024,49,John Mobley Jr.,,0.9808
2024,50,Austin Swartz,,0.9807
2025,1,AJ Dybantsa,,0.9999
2025,2,Darryn Peterson,,0.9995
2025,3,Cameron Boozer,,0.9993
2025,4,Nate Ament,,0.9991
2025,5,Caleb Wilson,,0.9981
2025,6,Chris Cenac Jr.,,0.9981
2025,7,Alijah Arenas,,0.9974
2025,8,Mikel Brown Jr.,,0.9969
2025,9,Koa Peat,,0.9969
2025,10,Brayden Burries,,0.9965
2025,11,Darius Acuff Jr.,,0.9964
2025,12,Meleek Thomas,,0.9956
2025,13,Isiah Harwell,,0.9955
2025,14,Tounde Yessoufou,,0.9952
2025,15,Braylon Mullins,,0.9941
2025,16,Kingston Flemings,,0.9934
2025,17,Jalen Haralson,,0.9927
2025,18,Trey McKenney,,0.9927
2025,19,Nikolas Khamenia,,0.9922
2025,20,Cayden Boozer,,0.9921
2025,21,Jasper Johnson,,0.9917
2025,22,Shon Abaev,,0.9915
2025,23,Shelton Henderson,,0.9914
2025,24,Dwayne Aristode,,0.9913
2025,25,Malachi Moreno,,0.9910
2025,26,Matt Able,,0.9909
2025,27,Darius Adams,,0.9900
2025,28,Eric Reibe,,0.9891
2025,29,CJ Ingram,,0.9883
2025,30,Sadiq White Jr.,,0.9881
2025,31,Niko Bundalo,,0.9879
2025,32,Dame Sarr,,0.9873
2025,33,Acaden Lewis,,0.9873
2025,34,Kiyan Anthony,,0.9872
2025,35,Sebastian Wilkins,,0.9871
2025,36,Xavion Staton,,0.9871
2025,37,Kayden Mingo,,0.9859
2025,38,London Jemison,,0.9858
2025,39,Davis Fogle,,0.9847
2025,40,Jamier Jones,,0.9847
2025,41,Jaden Toombs,,0.9840
2025,42,Alex Lloyd,,0.9827
2025,43,Jerry Easter II,,0.9823
2025,44,Derek Dixon,,0.9822
2025,45,Jacob Wilkins,,0.9822
2025,46,Davion Hannah,,0.9815
2025,47,Hudson Greer,,0.9814
2025,48,Sebastian Williams-Adams,,0.9804
2025,49,Billy White III,,0.9801
2025,50,Neoklis Avdalas,,0.9800
